,text,date,name,profile_link,helpful_votes,reviews_count,hearts,idea_lists,rank
42,"A month ago my phone was stolen and I needed a new phone. I ordered the Apple iPhone 7, Fully Unlocked, 128GB - Rose Gold (Refurbished) from Amazon. It came with scratches and one speaker didn't work. I thought I would keep it anyway, but then it had trouble connecting to tmobile, my carrier. After two days it connected and I had service. Then the phone died and again, it wouldn't connect to service for another two days. This happened every time the phone died or went on airplane mode. Until it stopped connecting altogether. As you can imagine this was a big headache, not having a functioning phone all of the time.I finally gave in and ordered the same product again from a different seller. I was excited to get the phone, although I had to go to the post office because Fed Ex wouldn't drop it off.But the new phone wouldn't set up at all!It came in a box that said it was locked with Verizon and when I tried to set it up it said ""this phone cannot be set up""I finally went and bought a new phone straight from Tmobile and now have no problems.Here's my advice: Save yourself the hassle, spend an extra hundred dollars and get a new, not ""refurbished"" phone."," December 5, 2018",cm92,https://www.amazon.com/gp/profile/amzn1.account.AHRHCKOVM5KXSQM45RBLZWYGAVBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,138,63,0,0,323263
43,"The description is misleading: ""Renewed products look and work like new"".Drilling down into the details of Amazon renewed / refurbished phones yields the info that the policy actually only guarantees the battery to have something like 80% of the original capacity.A device that ""works like new"" would have a battery that is 100% of a new battery capacity.  80% of a new battery capacity is not ""like new"".Additionally, my phone was not fully functional.  My callees repeatedly could barely hear me on speakerphone.  Even Apple support said it was not functioning correctly when I called for help with troubleshooting.  So, obviously the phone was not adequately ""inspected and tested by Amazon-qualified suppliers"".Amazon refunded the purchase, but for the hassle of having to test and diagnose the phone myself, a substandard warranty period, a ""less than new"" battery, missing headphone adapter, and a return, to me it's worth just buying the phone from Apple."," January 26, 2019",AveragePerson,https://www.amazon.com/gp/profile/amzn1.account.AGKW5YZBB777BNCPLOPEUIUOUOGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,16,7,0,0,5496139
44,"Be careful ordering from this seller. Do not buy. When I received the phone, I went to turn it on at the boost mobile store and he was able to give me a new sim card, (which I paid for) and a number. The boost mobile store guy then told me it was not picking up a signal and he tried updating the phone, and it did not work. He told me that it was a known iphone 7 problem, and I had to go to the apple store. I went to the apple store who first told me they would send the phone out (to I am guessing apples corporation because they could not fix it in the store) and give me a phone to use until I get mine back. Another lady then came to me and said since the phone was refurbished that they would send it out but the corporation would just send it back unfixed because it is refurbished, so they gave me another option to trade my iphone 7 in to them since it is in perfect condition and it is worth $250 off of whatever phone I buy from them. I then looked up the “problem” the iphone 7’s are having, and it says some iphone 7’s Apple has determined that a small percentage of iPhone 7 devices may show ""No Service"" in the status bar (even if cellular coverage is available), due to a component that has failed on the main logic board, the seller also lied and said thathe checked everything to see if it works, which he lied he knew it would be like this. Now I am going through all this trouble teying to figure out what to do, so beware you will be waisting your money, and time."," February 12, 2019",Veronica313,https://www.amazon.com/gp/profile/amzn1.account.AHZNJDFZKDP3NIOZSUGBU2KKGFTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,12,1,0,0,9611306
45,"I am very happy with my purchase. I ordered it and I received it 3 days after (prime member)The packaging was good however, it did not come in a original iphone box. It just came with a charger and the head of the charger.The phone was in perfect condition, no scratches what so ever. It was already unlock. I just changed my T-mobile SIM card to the phone and it works perfectly fine."," April 25, 2018",stephanie l.,https://www.amazon.com/gp/profile/amzn1.account.AGTN2EDAUVLQDJUU63M5WF76XELA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,50,3,0,0,5980355
46,"Love this phone! I am so glad I bought a refurbished one.I took it to the Apple store just in case to do a diagnostics on it and said that it was refurbished and bought through Amazon, and Apple checked it and said everything is great. Very happy with my purchase."," June 14, 2017",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AEAFUCK3FKFC2AVT667KYONELMSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,31,7,0,0,4291965
47,"Updated 02/07/2020The phone stop working after 3-4 months because of the antenna, it had been sitting in the drawer for 6 months until I brought it to Apple to fix and replace a new battery, it work again.I got the phone and spend couple hours to test it out to make sure is ok, the phone is in excellent condition looks and works like  brand new, excellent value, it was$849 brand new when it first came out. Everything works fine and very easy to connect to carrier, only suggestion to seller is to replace with new battery, I’m ok to pay more if it comes with new battery. Overall, excellent value for what you get....."," March 30, 2019",Cooper,https://www.amazon.com/gp/profile/amzn1.account.AGUK3FU6NW7JP32UMDCLQDBHE6SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,122,189,0,0,209738
48,"I completely love the phone the iphone 7 works great, comes unlocked like they said i live in latin america and works excelent, its seems almost like new with no scratches or smashes for be an refurbished one. The battery comes with a 92% of battery health (maximun capacity) is excelent. The only bad thing and is the reason why i not give five stars to the product is that have a small gray dot in the camera that appears when i took a picture with the back camera is very very small but is a little uncomfortable, it is still an amazing product."," November 10, 2018",Rafael Blanco,https://www.amazon.com/gp/profile/amzn1.account.AFXGLOD4LRDOFPFBWAWPHNKQAZYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,13,3,0,0,9731346
49,"This phone was advertised as fully unlocked. I waited 3 days for this phone (mine is not holding a battery charge anymore, and needed it ASAP for my school and work). Then the home button was stuck and not working.... The phone was not unlocked for Verizon Wireless (as advertised). It’s a scam. I now have a non-functioning phone and have to wait to get a refund when it’s returned.... Hopefully it’s soon! Also, it had an old screen protector on it from whoever previously had it, which I didn’t want on the phone.Edit: I contacted the seller BluSpry and they told me that although it stated it was unlocked, it couldn’t be guaranteed that it would be unlocked for the carriers it stated. Soooo, they basically admitted to falsely advertising their items. I asked them to remedy their mistake and they refused. Went through Verizon directly for an upgrade and got an extra $100 credit for my account. If you have Verizon and an upgrade.... Just go through Verizon!"," July 11, 2019",Emma Coffman,https://www.amazon.com/gp/profile/amzn1.account.AHYA7B5GTPVU36GN25BS6M4KW2YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,72,9,0,0,2278489
50,"Be cautious, this says Apple is the seller but once you purchase it will update the ""sold by"" line to a third-party seller (mine was called MyWit). That means you're not covered by Apple protections on a refurbished device. The phone I got didn't have it's battery replaced in the refurbishment. I had Apple run a test within a month of purchase and they said it definitely needed to be replaced (battery drained to 25% after using it for 3 hours) and it would cost $30 for a new battery (I eventually talked Apple out of this once they realized how I had been mislead, and how the refurbishment was done poorly). When I contacted MyWit for a replacement, they said they don't do replacements, but I could return the phone and buy a new one. Seems reasonable, except that the price was fluctuating every day and had increased between $20-$60 since I had purchased it.The phone works OK now that I got Apple to fix it, but just be aware this isn't actually Apple selling it, so it's a riskier buy. Go to Apple.com and look at their refurbished devices if you want to be sure your phone was properly refurbished."," January 6, 2019",Mike,https://www.amazon.com/gp/profile/amzn1.account.AFUIY3P5T7YGIJA2DLEBNHVCPHSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,11,3,0,0,10185311
51,Worked great UNTIL I updated it and the cell modem was broken. The phone couldn’t recognize some cellular part in its system so it refused to get signal or anything. It was handled by a third party so it completely screwed up the phone. Apple refused to repair it because of the third party parts in it. Waste of money. I had to buy an entirely different phone," May 22, 2019",Caroline,https://www.amazon.com/gp/profile/amzn1.account.AF2WGZYITOTCS3KP4BYNB4JACPBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,11,1,0,1,63277988
52,"I bought a CDMA unlocked phone for my Verizon carrier and it worked perfectly! I just changed the SIM card from my old phone to the new one and it was up and running within 5 minutes. I was a little questionable about this purchase because a lot of people were saying that this phone isn’t CDMA compatible, but I changed the seller to the highest rated one, which was Tech Wholesale and I’ve had no issues with that. The phone looks brand new and it already came with a charger and screen protector. I’ve been using this for 2 weeks and I’ve had 0 issues. The 128gb of space is really nice and everything runs fast and smoothly. The only issue is that the battery life came with 92% which isn’t a big deal at all, especially for the price I paid. Plus it still lasts a while anyway, by the time it gets low enough for me to have to replace the battery I will probably just purchase a new phone at that point. Otherwise I’ve had no issues and this phone is well worth the price!"," April 21, 2019",Makaya,https://www.amazon.com/gp/profile/amzn1.account.AEN4IKWUE5DOVKAEP6ZM76KXYTRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,8,4,0,0,7005231
53,"I will never buy an iphone full price again, refurbished is the WAY TO GO for sure. This phone was like new. and so much cheaper than buying the new one from apple. The battery life was great, it came quickly and I am so happy with it. No scratches or dents or anything."," February 27, 2019",Edith,https://www.amazon.com/gp/profile/amzn1.account.AH4DHGE626R6TBZYGWKT23ZZYSXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,47,16,0,0,789637
54,"Got this for my daughter. She really wanted an iPhone, but I didn't want to pay that much for a new one for a tween. It's been great! She has had it for a few months now and no problems with anything so far! It looked like new. I'm considering buying my next phone here since this worked out so well."," September 26, 2019",Shannon,https://www.amazon.com/gp/profile/amzn1.account.AG2CAHVIMENO2HATVQIIUG4GFM5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,22,17,0,0,2092507
55,"First, seller did a great job and I think I got a good price for an iPhone 7, I just think ALL CELL PHONES are way way way too expensive. When a Cell phone costs more than a good laptop computer that is too expensive.  Second all Smart phones have horrible battery life.  Apple's iPhones are no exception.  There is a mode on the iPhone 7 to allow for an extended battery life setting.  But I see no difference between the extended setting and the normal setting.  I do not use my phone except for emergencies so I would expect the phone to last 5-6 days between charging, but I am averaging 3-4 days between charging.  I am having an issue that the WiFi doesn't see both of my wireless networks (dual band router). Seller tried to help but Apple's support said if it sees a network that's all they care about.  Phone appears to be working fine and so far I am happy with it."," September 21, 2018",Dragonmageds,https://www.amazon.com/gp/profile/amzn1.account.AFF6THUFEL4YFPNNWVH3PT5WKH4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,284,478,0,0,74544
56,Product is a Japan model and not meant for US sales but no wear in the description does it say such. Japan laws prohibit certain features to be silence with the side button or at all. Make the phone inferior to the product I was expecting to receive. Replacement of the phone is proving to be more difficult than it should be. Do not purchase from this supplier! Also I have never written a bad review before.," December 15, 2018",Daniel,https://www.amazon.com/gp/profile/amzn1.account.AHLT2FXXINUGP2LTOGI44KLBUNWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,10,1,0,0,63277988
57,"No funciona el parlante solo se puede escuchar con auriculares, estuvo en EEUU en un sitio oficial de iphone y le dijeron que nunca tuvieron ese Iphone para reparar en una tienda oficial, y ese parlante no lo reparan lo cambian por un costo de u$415.- Estamos muy desconformes fue tirar la plata. No era lo que decían que comprabamos. No se si hay una solución. Ya mañana domigno vuelve para Argentina.The speaker does not work, you can only listen with headphones, it was in the US in an official iphone site and they told you that they never had that Iphone to repair in an official store, and that speaker does not repair it they change it for a cost of $ 415. - We are very unhappy was to throw the money. It was not what they said we bought. I do not know if there is a solution. Already tomorrow domigno returns for Argentina."," June 15, 2019",mirko,https://www.amazon.com/gp/profile/amzn1.account.AHYRKIFOAW6YQR35IDQ7GK5RDAHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,8,1,0,0,9038138
58,"My 32 GB 6 got knocked over by a 3 year old the other day and some wonky pixel lines messed up my screen, so that I couldn't even unlock it.  I got this 128 GB Black 7, and now I have tons of room.  It looks and feels brand new, charged like a champ, battery life has been great, camera is wonderful even using my iphone 6 case.  I could not be happier.  Seriously, I'm dancing around about this purchase!"," January 30, 2019",JSJ,https://www.amazon.com/gp/profile/amzn1.account.AGAOK4KNVWAXT6AFGYCPWTMYT3HQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,124,73,0,0,114297
59,"We purchased an iPhone 7 that never worked properly from Day 1.  It could not maintain a connection for more than a few minutes making the phone unusable (the camera also did not work at all but that was minor compared to no connectivity).  We took it to our local Apple store and they would not work on it because they advised the phone appeared to have been stolen or cloned.  We contacted BuySPRY and explained the problem - they refused to exchange the phone, provide a refund, or offer any explanation.  After 4 weeks of dealing with the warranty company, we finally were reimbursed for a portion of the original cost.  Never use this company - go straight to an Apple store.  I would give this company zero stars, but you have to select at least one star to submit feedback."," January 23, 2020",Anonymous,https://www.amazon.com/gp/profile/amzn1.account.AGGY7LR5ABQSIFPA7L2J4D67TBOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,8,3,0,0,63277988
60,"Overall a great product. Came in almost perfect condition with a glass screen protector already on it. I did have to get the battery replaced, no big deal. Shortly after the battery was replaced the camera and flashlight stopped working. Apparently this is an issue with the iPhone 7s in general (that's a risk you take when buying a refurbished phone)... I was able to get it replaced as well though and I have a perfect working phone."," September 24, 2018",Kortney,https://www.amazon.com/gp/profile/amzn1.account.AG45XIC7GKNYWOLN4BBWC77AA3OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,37,12,0,0,2469715
61,"This has been a great phone. It has a good sized screen, not to big but big enough for video and cames. Camera take good pictures, battery life is strong, bluetooth range is larger than earlier models. This was a refurb that looks and behaves like new. I will buy this for the next wave of family phone upgrades."," March 8, 2019",Kimberly Slack,https://www.amazon.com/gp/profile/amzn1.account.AF56NSZBQCCFFTL4ZOSBUGMNYQ6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,11,10,0,0,4459306
62,"I want to start off with saying. People, don’t give things the benefit of the doubt especially after reading reviews.The company needs to rewrite their description.No, it doesn’t come in the original box nor charger. It DOES, however come with A charger. As a matter of fact. It comes in an android box??...Which can be easily looked over. IF THEIR WASNT A SCRATCH ON THE IPHONE. Their was more blemishes on the phone than I took pictures of. The only good thing in this purchase, was that it fixed one problem.Having a phone. The battery dies very quickly, at 10%"," November 30, 2018",Shawnte,https://www.amazon.com/gp/profile/amzn1.account.AGWCP3BT4V6NV6HFHXALIU76QX4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,10,3,0,0,11427364
63,"The product is listed as unlocked and available with straighttalk; it is NOT. I sent the first one back after the store rep told me it was linked to Verizon and the second one was linked to AT&T. Luckily they were able to resolve the issue for me at the store but it was such a waste of time! My interactions with the seller were not great, they did not seemed concerned with their errors and took their sweet time responding and getting a replacement shipped to me. I have been using the phone about 2 months now and am already having problems with the notifications glitching, the screen freezing,  and more recently my phone will randomly decline to make calls... I will probably be looking for a new one sooner rather than later, though my original plan was to keep this for at least two years 😠 Not a happy customer."," June 12, 2019",Shotsky21,https://www.amazon.com/gp/profile/amzn1.account.AF3URFITQQEWEVCKJDPMKZDZXFGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,16,23,0,0,2059017
64,"It was advertised as Verizon compatible it was not. We had to ship it back and that cost me $26.00 and this did not make me happpy This phone was misrepresented, so lesson learned read the reviews on the product before you order it .  If we had done that we would have seen the that it was not Verizon compatible.  Lesson learned won't be  be mislead again."," August 6, 2018",Debbie Sanders,https://www.amazon.com/gp/profile/amzn1.account.AHA5CTVAHFU3EPZQ6RYOLW6XGICA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,11,1,0,0,13296602
65,"Overall, the phone isn't too bad for the price. It came already scratched up, overheats more than a normal iPhone (I've had tons of iPhones). The delivery process of just getting the phone was pretty stressful, I'm a month and half in using the iPhone and I called customer service to see if they could replace my iphone because it got to the point where my hands feel the burning from the phone... the lady was so unhelpful, bland and kind of rude. The return proccess would be such a hassle and leave me phoneless so I decided to keep the phone instead. All the functions work fine, it's just that the iphone started heating up the moment I got it. I don't usually write reviews no matter how good or bad a product is, but I've never received such bad service from a company, especially amazon sellers. I'm basically stuck with the phone, or be phoneless. I would recommend the phone, but just know there will definitely some things you need to deal with. HAVE A NICE DAY TO WHOEVER IS READING :)"," August 15, 2018",Cutiebear,https://www.amazon.com/gp/profile/amzn1.account.AESQ4MPBUDW7VD5LS6PFVFD647DQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,16,3,0,0,7523627
66,"When we received the phone it was in great condition and worked wonderfully. However, within a few months it began randomly dropping service which would drop calls. Then, the problem progressed until the service was dropped permanently. We took the phone to the Apple store where they explained there had been a ""manufacturer defect"" with the hardware and said they would replace it. When the replacement phone came in, Apple told us they found ""other"" issues with the phone and would not replace it. With no other choice (because the phone could not be used to make or receive any calls), we had to purchase another phone from Apple. Very frustrating."," March 31, 2019",Daniel Ales,https://www.amazon.com/gp/profile/amzn1.account.AEI2NYD7HZ7O4BLYJ4TSOSIUTO6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,7,2,0,0,11568746
67,"Had to return iPhone. Did not work with TMobile. Took it to TMobile to make sure it'll work, they tried everything they could and couldn't get it to work.I'm going to order the other refurbished 7 that isn't on this page but on Amazon for $50 more, hopefully that actually works."," February 21, 2018",Angelo P,https://www.amazon.com/gp/profile/amzn1.account.AHQWQ5B6FHTKV7WTEQ5O6OK3LTTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,17,17,0,0,3486426
68,"So the iPhone itself on the outside was good looking. Small scratch on the bottom of the screen. Software seemed to work okay but I only had it a few hours before I decided to return it. This is why: I went to test out the camera and it couldn't focus on something even when I tapped on the screen to tell it what to focus on. The screen when using the camera ""jiggled"" and my husband pointed out the clicking sound coming from the hardware of the device. Then I noticed the camera was shaking! Then we couldn't hold the phone because it overheated! So yeah it got sent back. True review with no lies."," September 1, 2018",Kati Wallace,https://www.amazon.com/gp/profile/amzn1.account.AEGDDPM4YZABP3MY4RVJ5SKBQ4TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,24,26,0,0,1313281
69,"After reading reviews on both ends of the star spectrum, I was apprehensive about the arrival of my first ever refurbished phone. I worried that it might be a lemon, but it exceeded my expectations! I was delighted to find a complementary screen protector and clear case included in my package. I checked the battery health right away and was happily surprised to see that it was at 100% peak performance capacity.  The exterior of the phone was unscathed and could have been mistaken for brand new. I continue to monitor everything to see if there are any quirks or bugs that will appear with time but, so far, I have no complaints. I'd recommend a refurbished phone to even the most skeptical buyer."," June 14, 2019",Peter,https://www.amazon.com/gp/profile/amzn1.account.AFMTINCM4WSPN43DDVRUK5KK6AYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,14,3,0,0,40425552
70,"Be cautious - if you have ANY issues at all, return phone immediately.  We got one for my daughter, paid $244 and it didn’t last 4 months. Seller will not replace/return as it is past 90 days.  She had intermittent issues with service connections shortly after receiving the phone. When it finally stopped connecting at all and we had it checked at the AT&T store, they told us it was an internal issue with the SIM card brackets that connects to the mother board. Basically causing a fatal error and cannot get any service connection.  I contacted the seller and received the generic “past the 90 day warranty” so there is nothing they will do about it.  We may try to have it repaired, but the repair shop is looking at $100 to inspect and possibly repair, if it can be repaired.  I guess that’s our expensive mistake, but at least we can warn others."," July 20, 2019",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHMO2BJKUK2S54E37THKTI5UPJRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,7,6,0,0,6041555
71,"Initially I was happy with the phone. It looked great physically and had no signs of wear and tear. However, the battery health was lower than I wanted; the phone said the battery health was 88%. However, I knew from the ad, that it could ship with as low as 85%, so I can't complain too much about that. The biggest issue with the phone that was an absolute deal breaker was that it frequently crashed and closed apps on me. Other times it would freeze up. Imagine having an emergency and having to make a phone call, only to find out that your phone decided to freeze up?! I have a family, so that's completely unacceptable. The phone also seemed to have connectivity issues and would not connect well with my wifi. It was slower than my other devices on my wifi and would sometimes freeze up. With the problems that I was having, I'm thinking it was a bad main board or ""motherboard"". The seller was MobileSpree. I contacted them and asked for an exchange. They refused to do an exchange and said my only option was to return it. I returned it with the shipping label provided by Amazon. However, even after 5 days of having the phone back, they would not refund my money. I had to get Amazon involved to get a refund. Overall, don't buy. It was a waste of time and money and a hassle to get refunded."," January 23, 2020",Dr. Dharma Jairam,https://www.amazon.com/gp/profile/amzn1.account.AFJZOWS6OR7FZCUN4E6GOODAPQYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,37,40,0,0,1299747
72,"The phone sent to me did not have battery life of at least 80%, it was at 75%. Furthermore, this model has an active recall and I had to take it to the apple store for them to replace the logic board so that I could actually use it. This was done for free, but the hassle was from being sent a product that may not have been properly checked as Amazon says it does for renewed products. Disappointed with the product that was sent.However, now that I have a fully functional iPhone 7, I love the phone."," December 13, 2019",Dr. Ahmed,https://www.amazon.com/gp/profile/amzn1.account.AFKQDJASZBHDKOMU72NDDCHKYPLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,45,4,0,0,63277988
73,"I received this phone last night It looks good as new... It kind of clicks when pushing the home button, other than that it works perfectly. I switched my straight talk sim card over from my old phone and it activated it perfectly. I can send and receive texts and phone calls with no problem. My camera doesn't have the shutter sound problem as has been stated in past reviews either Good purchase. If anything happens in the near future I will update this."," September 20, 2018",Heather boone,https://www.amazon.com/gp/profile/amzn1.account.AFO4NW5O6AVAJIJNCYHSMGWISCLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,8,7,0,0,3755457
74,"This iPhone 7 matte black was a good purchase for me because my old phone was slow and battery would run out fast but with this iPhone it seems to last me the whole day of usage without charging it back but theres two problems first the fingerprint doesn’t work so good it took me a while to set up because it would say an error and second of all when I wanted to put it to charge, it wouldn’t charge unless I fixed its position but overall I can fix those miner problems and it was worth it."," July 22, 2018",Jose,https://www.amazon.com/gp/profile/amzn1.account.AEXWTQPARWM4ZFCANDYSHHAMB46Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,9,1,0,0,15839799
75,"purchased to replace my 5s, the phone arrived in good shape with some minor scuffs on front glass that i couldnt even get to show up in a picture. came with a generic charger, charging cable, and sim tray tool. I am using this on strait talk and it arrived unlocked as described, and I had no problem getting it connected to my carrier."," December 12, 2019",jacob,https://www.amazon.com/gp/profile/amzn1.account.AFOHODGIEJ7DVSERZ3JWFRRMGLNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,20,26,0,0,1095545
76,"The phone was shipped on time, looked great and functioned correctly.  However, it was not unlocked and I am unable to get my current carrier (AT&T) to unlock it so I can switch carriers.  I now have to call the other major carriers to see if I can convince them to do it or just purchase another phone that is for the carrier that I want to switch too.  Ultra frustrating."," June 10, 2018",jeremy martin,https://www.amazon.com/gp/profile/amzn1.account.AEVUWW22UDJ5FDXQTVHBVD5CYTVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,11,3,0,0,77110878
77,"I purchased this phone and all was ok for a while, after a month or two it suddenly couldn't connect to wifi anymore, due to a protracted illness i couldn't do anything about it at the time. recently i took it to the closest apple store after being pointed there by my provider noticed it was one of a number that were recalled for just this problem. The serial number was clear on it and this is one of the problem phones so they should have been aware of the problem. apple refuses to fix it because they claim it was sold as an "" as is ""phone despite being their defect and the company saying they were recalled, the repair price is more than I paid for the phone so now I am stuck with a very expensive paperweight."," January 28, 2020",Wafflemonster,https://www.amazon.com/gp/profile/amzn1.account.AFIIF64K6HKSB2SEYCKICF3LLNJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,20,38,0,0,6443902
78,"I had a new iPhone 7 from T-mobile and just upgraded. It wouldn’t work for my mother-in-laws Verizon account so we had to find her one that would. The phone came looking brand new except the ugly sticker on the back. It had 85% battery life left, so that was good.We were able to set it up with Verizon without any trouble.It works exactly as it should and came with a 1 year warranty. It was the best deal on a  Verizon iPhone 7 we could find at 5he time."," October 29, 2019",Troy Yeske,https://www.amazon.com/gp/profile/amzn1.account.AF35RSJRQQOPHI67LVFGGA7TPHZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,101,71,0,0,303525
79,"I bought an iphone 7 back in December. After a few weeks I had trouble connecting to my carrier's service signal, but it seemed to work OK after turning airplane mode on and back off again, which is why I didn't return it. After 5 months it just wouldn't get service at all. Took the phone to AT&T, then to Apple, where they would charge me 130 dlls to fix it. I contacted the seller, who said he couldn't do anything for me since the warranty had already expired (3 months).I had to buy a new phone (this time from Apple directly, I learned my lesson), luckily they gave me a $200 credit for the detective phone."," May 27, 2019",ERCA2003,https://www.amazon.com/gp/profile/amzn1.account.AGSZ7ETV2V5GHUSLCCOU3DUS5ZDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,19,12,0,0,2405635
80,"I will update  after a few months of operation , But it arrived three days earlier than expected and Amazon updated the shipping and told me exactly when it was there . I just set up the phone, battery life is 87% max and that is great for a refurbished phone. Everything seems to be running fine, it’s GSM unlocked because I have T-Mobile. No visible cracks in the screen or on the bottom of the phone  likewise is the back. It came shipped very nicely had plastic wrap on it so the screen was perfect. Came with iPhone certified charger  and charger cube. So far I’m loving it, and everything seems to be running fine that would definitely buy this again  and remind someone that this is always an optionupdate: it’s now december 30th, it turns out like midway through December my phone started getting no service randomly. I called Apple and they said this type of phone was defective, this phone. They took my phone and replaced the faulty parts and gave it back to me for free. The phone still works amazingly, and it wasn’t that big of a hassle but if it keeps going to no service please get it checked sooner or later."," August 27, 2019",Aeva Rose,https://www.amazon.com/gp/profile/amzn1.account.AG6YZ26ABATIWI2XXEN67W2O626A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,26,42,156,2,1002742
81,"I was extremely excited to get my iPhone 7, but it turned out to be a very frustrating situation. I went through the process to start up the phone and get to the home screen. The first thing I tried was to put my SIM card into the phone, but it didn’t work. It searched for minutes only to say “No Service”. Then I tried using the camera app, but it glitched out every time I attempted to take a photo or record a video. I looked up the problem and the articles said to check Voice Memos to see if you get “Recording Failed - No audio devices found.” — unfortunately, I had this problem. The only good aspect to this phone was its look, nothing else. Overall, the phone is broke and unusable. I bought my phone from ElectroWireless; they ripped me off completely. I expected a working phone from the description, but instead I was shipped an exact opposite of it. I am very upset."," February 7, 2019",Milton Thomas,https://www.amazon.com/gp/profile/amzn1.account.AFRBPKICHVEF4GNTON2PWJ4NBGIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,6,2,0,0,8272556
82,Device looks absolutely pristine. Functionally there are several issues. Battery life is quite poor and was clearly not replaced as part of the refurbishing process as I had anticipated which means I will need to pay for a replacement. The home button is extremely temperamental and works about every other time and every third or fourth time when attempting the double click feature. About Every tenth text notification will repeatedly chime until I actually open the text. Lots of little annoying things that I would not expect from a phone that had actually been refurbished. Pretty dissatisfied with advertising of product compared to actual functionality of product. I doubt this product was even serviced before being sold.Edit: included in my package was a slip of paper saying I could get a $10 amazon gift card for leaving an honest review. I followed the protocol and never received my gift card. This seller is pretty terrible. Will not use again.," July 28, 2019",mur,https://www.amazon.com/gp/profile/amzn1.account.AFS7DJCNF45QQNFWQBZU2QBTCP3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,93,46,0,0,2332491
83,"I ordered the iPhone 7 in gold. It worked for the first day. However, within 24 hours I was experiencing errors with updates and connection. The phone claimed that it had NOT been updated and disabled me from accessing cellular data, or sending/receiving calls. The device itself was in great condition, but did not function as a cell phone.I had tried updating, backing up, and completely restoring the phone several times using iTunes through my laptop.. but the error notifications persisted. This purchase is a hit or miss.. perhaps the phone I received had not been refurbished properly. I would recommend buying an Apple-certified refurbished phone before going through other buyers. You just never know what you're going to get through other companies."," July 26, 2019",Grace Gearhardt,https://www.amazon.com/gp/profile/amzn1.account.AEKXB4TB2N6Y7WQP5DVDQGR5OSTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5,1,0,0,63277988
84,"Very satisfied with my refurbished iPhone 7, been using it from like 3 weeks and everything looking and working fine, its looks like its almost new and came in a really good package and a screen protector (tempered glass) to protect it, it also came with USB lightning cable and a wall adapter, the only thing I did not like about this seller (and I’m not really sure if is he's fault), is that it came without invoice, but I know that happens sometimes so, its not a big deal."," February 20, 2019",Angela Maria Baez,https://www.amazon.com/gp/profile/amzn1.account.AFA7PHLDD3YQDGBJFORBUVSEI2PA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,12,32,0,0,2431912
